	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17	Sample18	Sample19	Sample20
EG11803	0.24799111	0.272153068	0.414969345	0.284879511	0.398626059	0.246704013	0.249953116	0.120968815	0.117453481	0.166531705	0.460199954	0.013087547	0.251299004	0.507450803	0.434352477	0.216495503	0.294745575	0.251602552	0.426122971	0.47803098
EG11804	0.202395289	0.172436855	0.30761815	0.28769715	0.383362991	0.181923064	0.315198474	0.092555678	0.103860784	0.075951024	0.031246446	0.459716031	0.279914921	0.185031878	0.095758487	0.221356239	0.267799022	0.35131565	0.057575475	0.033887701
EG11805	0.179360198	0.193460993	0.298580214	0.157945468	0.318345624	0.095371115	0.178552583	0.042754596	0.090890879	0.153175063	0.029746431	0.611115233	0.303959256	0.078884572	0.12678987	0.120142054	0.19083818	0.275174629	0.171771875	0.011077478
EG11810	0.222313181	0.307045396	0.257696802	0.187832666	0.244994765	0.047081033	0.519872064	0.134167627	0.177514152	0.158378052	0.679015241	0.584247983	0.246571995	0.248373576	0.311816044	0.081267488	0.48561659	0.143910957	0.073565134	0.176930714
EG11811	0.371861728	0.848340697	0.369435848	0.697075944	0.473491985	0.326852389	0.540172426	0.371620357	0.095193143	0.434021427	0.138012836	0.127960836	0.135613893	0.057571321	0.626930098	0.485843978	0.322608891	0.382516793	0.210823267	0.287185808
EG11814	0.469955182	0.630226618	0.003676233	0.632647931	0.576258253	0.602009424	0.056931072	0.062796376	0.473972964	0.317621155	0.012705848	0.142129647	0.19793331	0.444765118	0.034314292	0.352522792	0.413457602	0.151108903	0.432525592	0.473711385
EG11815	0.615110861	0.710810878	0.028856613	0.686496795	0.5906891	0.547028349	0.03123714	0.033555863	0.617446381	0.270851074	0.050631657	0.196803973	0.17020811	0.409226977	0.033901878	0.378344887	0.333255558	0.355055558	0.33829298	0.262538545
EG11821	0.752882006	0.923631903	0.659659589	0.837870167	0.774559622	0.86414323	0.662729432	0.958916766	0.528277551	0.872463398	0.948918011	0.516718809	0.886271582	0.482771973	0.443475312	0.281009269	0.962801401	0.945423036	0.896759163	0.786381791
EG11823	0.758202676	0.758395862	0.671916452	0.725260656	0.798754741	0.71326561	0.652316979	0.695706556	0.460040919	0.652400625	0.673296676	0.485213146	0.622239885	0.606466942	0.665116964	0.541195917	0.537790694	0.573236207	0.467687467	0.718597607
EG11831	0.99852501	0.935669007	0.879014393	0.970399885	0.977790721	0.945488064	0.946003677	0.997899665	0.742544924	0.786732205	0.818312303	0.97537639	0.959603879	0.931468098	0.812459861	0.412656387	0.942109	0.88972754	0.965753019	0.829122735
EG11833	0.997242533	0.855851616	0.727520658	0.948476142	0.966230844	0.836650504	0.894715896	0.995088672	0.378970847	0.672637868	0.658376356	0.926576203	0.900403667	0.855505858	0.697451561	0.090955832	0.869029463	0.757377334	0.921383597	0.622092168
EG11866	0.995529263	0.930582271	0.667140925	0.920533258	0.963774749	0.875078503	0.925814589	0.993357581	0.559574285	0.729795534	0.566721891	0.885108096	0.906627953	0.812991744	0.649346792	0.424536723	0.85006854	0.718373782	0.916434483	0.561311325
EG11867	0.996111961	0.894917949	0.796367274	0.935541297	0.968784051	0.867826107	0.895153936	0.992745095	0.58395295	0.746130467	0.288348711	0.353900625	0.413546892	0.364673504	0.374130285	0.198424968	0.371883034	0.300714758	0.295392358	0.243769565
EG11868	0.997826983	0.928182021	0.778844394	0.941198288	0.977355232	0.901452149	0.930917991	0.994866235	0.716074859	0.72256354	0.690657714	0.931802689	0.894177786	0.834508214	0.744588401	0.441501058	0.893373444	0.816735032	0.919601441	0.690631541
EG11872	0.998843285	0.953821515	0.908734077	0.982245814	0.987745121	0.957508864	0.960607103	0.998691578	0.732570757	0.873258035	0.793470536	0.968786946	0.952226215	0.880702353	0.801614974	0.26971077	0.935579289	0.849092463	0.946545951	0.854241263
EG11876	0.736049224	0.749452214	0.489472786	0.849954654	0.896108089	0.618942109	0.706448748	0.981900124	0.186762345	0.586737788	0.163322841	0.959031211	0.74147971	0.99258561	0.88172274	0.022108404	0.236007282	0.933458698	0.961406306	0.978482071
EG11881	0.33360688	0.241825668	0.518868439	0.538574369	0.307253334	0.469944808	0.242833629	0.271921504	0.41375832	0.559557415	0.366440333	0.083672811	0.238723404	0.026990612	0.090195585	0.126388978	0.239368123	0.232711929	0.093984516	0.206879679
EG11886	0.801396885	0.751389016	0.522975844	0.907532091	0.929718135	0.763250557	0.71818911	0.981949416	0.281349013	0.654219641	0.999874438	0.509020984	0.96823718	0.186346641	0.82272228	0.9999969	0.999656139	0.538295796	0.496864987	0.330509295
EG11887	0.995157088	0.883788274	0.475632232	0.919377569	0.967617329	0.802541284	0.818084715	0.991937672	0.321370153	0.436272441	0.453038848	0.90800381	0.884069986	0.708055034	0.350304968	0.001487249	0.778124323	0.577171017	0.914521089	0.261806925
EG11890	0.434853366	0.322452891	0.449024306	0.291806089	0.206062442	0.438576301	0.348957729	0.066850791	0.340894865	0.317173169	0.421746988	0.348940379	0.409377415	0.371359794	0.429524692	0.393961883	0.464094985	0.469963331	0.469000223	0.483726401
EG11897	0.548930125	0.473072928	0.342979655	0.694977184	0.772591327	0.471532058	0.431623066	0.957002343	0.119614427	0.209310527	0.087382296	0.733418798	0.341551904	0.917589225	0.495043507	0.044072077	0.101651628	0.646081116	0.687853352	0.863219202
EG11918	0.586096219	0.888210228	0.337681523	0.722965405	0.437075423	0.812429661	0.289063926	0.921933603	0.264236421	0.778227352	0.965835855	0.032736563	0.70347513	0.000382	0.079793717	0.024161872	0.966963279	0.99657706	0.698721693	0.676234429
EG11942	0.355625422	0.379102181	0.375949509	0.318821567	0.345460001	0.413483935	0.38299037	0.385856667	0.278927389	0.414451825	0.348751027	0.281756401	0.402570797	0.389070939	0.219540874	0.319506717	0.32416586	0.331144119	0.46614922	0.339233539
EG11943	0.419407062	0.365659901	0.311804717	0.374793242	0.387718363	0.422062217	0.354007354	0.457335987	0.224085531	0.30369164	0.184698052	0.098224283	0.096689108	0.115757397	0.175711042	0.257035737	0.101871245	0.095808936	0.048003632	0.235004639
EG11945	0.04744529	0.03545478	0.051070492	0.052624024	0.020240364	0.030596144	0.035129381	0.059950809	0.061728553	0.042897183	0.089494451	0.089882942	0.092537304	0.180766997	0.085367424	0.146310518	0.123182501	0.1579083	0.10564467	0.154932178
EG11946	0.084153951	0.085470315	0.052604743	0.065176983	0.043541286	0.028811433	0.051336537	0.101435526	0.11144655	0.113706067	0.208910208	0.098436275	0.11967628	0.100980594	0.278304528	0.232519568	0.077940332	0.180323504	0.102074194	0.253392136
EG11947	0.077350162	0.063349257	0.050173011	0.060740626	0.051228779	0.156977181	0.127901305	0.088805019	0.13702854	0.114673104	0.082651008	0.055130761	0.13530814	0.107839875	0.106416081	0.167066808	0.030239675	0.097856568	0.163024425	0.120423517
EG11948	0.054555537	0.054280974	0.099209813	0.075043289	0.03687182	0.058818869	0.054929341	0.053174035	0.084296116	0.055658594	0.100740456	0.196091108	0.220041819	0.067446515	0.101607975	0.101070511	0.138357617	0.142757258	0.104953963	0.036703023
EG11949	0.1079313	0.18002133	0.154234199	0.087120708	0.045890447	0.084772882	0.087710595	0.072237287	0.179619376	0.04890093	0.311766821	0.224291975	0.210482609	0.215645187	0.321077239	0.159815602	0.232527206	0.199762616	0.26520291	0.19767969
EG11950	0.089140141	0.087103579	0.081073649	0.065856525	0.0220171	0.107444479	0.044082708	0.118869218	0.138515082	0.069003079	0.059216937	0.077134114	0.040403253	0.056601664	0.109017727	0.059801034	0.110352285	0.059237294	0.055290816	0.047430913
EG11961	0.290241216	0.327108927	0.162566503	0.347069496	0.309674314	0.323199113	0.247599846	0.411548775	0.24163359	0.218314352	0.401256788	0.232660608	0.540202735	0.500191637	0.389845489	0.352854387	0.344259976	0.421450603	0.436916845	0.372816713
EG11962	0.914077186	0.918599872	0.4902256	0.967391211	0.883840379	0.944674197	0.847089362	0.987970216	0.926896931	0.900982565	0.729366307	0.063697814	0.366909931	0.760763028	0.71688616	0.474584274	0.463968006	0.257361902	0.613716277	0.827670506
EG11963	0.242535903	0.304958529	0.097546717	0.277795746	0.362833	0.309144476	0.339384523	0.264635467	0.377878442	0.342078183	0.357249691	0.159952908	0.341501401	0.376827321	0.413890156	0.279787433	0.295722821	0.258076606	0.406584159	0.437067803
EG11965	0.199664501	0.242527921	0.088103553	0.273581999	0.244732869	0.147618097	0.083511129	0.182371725	0.10668639	0.08198644	0.166822177	0.241452411	0.344943517	0.147418744	0.064565254	0.029450054	0.202796171	0.174740888	0.300911413	0.103932779
EG11966	0.106690819	0.986784759	0.099719757	0.925947223	0.466072421	0.511660955	0.732197151	0.395196713	0.223343235	0.65987953	0.637702907	0.392750437	0.624311988	0.075138954	0.506108813	0.970691101	0.893457189	0.282840389	0.213548845	0.205411698
EG11971	0.439272323	0.455995666	0.418510288	0.303947382	0.381706665	0.369574819	0.352174111	0.51618288	0.487950548	0.391675158	0.35695789	0.29985894	0.375295585	0.334539476	0.24204011	0.119759918	0.387425171	0.314325542	0.442321928	0.374705088
EG11972	0.883981116	0.808132093	0.715922273	0.843561948	0.883932303	0.817131202	0.801567054	0.883515517	0.373110365	0.763163389	0.664403639	0.639830241	0.622092707	0.613733115	0.530242353	0.331979805	0.589145082	0.601053533	0.605035992	0.55042797
EG11973	0.915950626	0.85343973	0.767795017	0.87642701	0.906201627	0.834204799	0.825926671	0.892285475	0.508774598	0.797192649	0.385883031	0.256825095	0.236488794	0.290300469	0.376994846	0.3698355	0.35917936	0.349672536	0.249530665	0.397346027
EG11974	0.82023473	0.633924577	0.682225771	0.73088026	0.848285771	0.795537586	0.757689913	0.904489275	0.65296803	0.644129638	0.542066528	0.793244091	0.731867659	0.741663787	0.370689605	0.0554389	0.543555722	0.618652137	0.695172134	0.464171485
EG11975	0.602571504	0.782690983	0.509558748	0.550022829	0.814303956	0.639152104	0.643965744	0.836299051	0.437824109	0.427148604	0.398813331	0.822840496	0.516693915	0.643767537	0.660202333	0.274218659	0.530683193	0.652080879	0.435177587	0.497156301
EG11976	0.645322897	0.796457532	0.583043289	0.608472893	0.79823818	0.698610928	0.641631065	0.80213169	0.487407355	0.500241259	0.44940295	0.794402382	0.420493997	0.63053578	0.675407493	0.401024099	0.462839748	0.652237508	0.466076194	0.454054655
EG11977	0.674016658	0.794413108	0.589555936	0.535526127	0.763149978	0.53645948	0.691915891	0.851254136	0.410049133	0.574397534	0.495855383	0.759980014	0.347220434	0.54067598	0.647396633	0.308340397	0.559210321	0.675462849	0.485212635	0.38151964
EG12019	0.997632703	0.824572513	0.677357545	0.938466468	0.978192361	0.851583708	0.905638183	0.99550473	0.336779258	0.715950617	0.461960327	0.098978357	0.137277423	0.178727726	0.390552789	0.911131843	0.19520806	0.257508794	0.112212947	0.384826273
EG12031	0.510352645	0.376534414	0.632795763	0.369317451	0.511743341	0.323992359	0.492628094	0.404399081	0.240053269	0.335443772	0.164825261	0.683930917	0.361906131	0.200989993	0.189076131	0.225867445	0.26411779	0.192693391	0.275860921	0.214984179
EG12052	0.368207813	0.439289553	0.193551836	0.356134158	0.524024545	0.514399341	0.374570338	0.572141509	0.523432435	0.412110951	0.146283775	0.079756964	0.251333967	0.287138914	0.153993478	0.085850188	0.21930782	0.140117772	0.184248777	0.082335101
EG12053	0.356240147	0.503163569	0.204940306	0.443270269	0.405620076	0.472688895	0.352098886	0.656876839	0.56400612	0.336972812	0.317487262	0.330026524	0.400244217	0.173705313	0.255724167	0.187952417	0.333551578	0.265827351	0.381301461	0.222966203
EG12054	0.483730493	0.44575827	0.205802664	0.345735167	0.530197674	0.518608434	0.446747077	0.633382683	0.567607473	0.353885269	0.288523548	0.22162876	0.372310607	0.30906896	0.100083963	0.284787443	0.249973825	0.317425192	0.299081728	0.315705977
EG12055	0.450827834	0.592654286	0.185539166	0.453625708	0.621135129	0.538792454	0.504889395	0.65825007	0.566603538	0.322812664	0.362231916	0.344067185	0.359859386	0.283694609	0.324155941	0.293397842	0.304391112	0.305277981	0.321339537	0.4115742
EG12057	0.334658977	0.482677086	0.116911196	0.453234395	0.403512839	0.498235906	0.453372529	0.556334657	0.459026191	0.309488851	0.253157407	0.298358873	0.230476927	0.255018424	0.174843183	0.170732179	0.262125726	0.134354833	0.297991431	0.258768033
EG12058	0.412646101	0.478365179	0.111323756	0.44901191	0.518593468	0.491992284	0.335975199	0.538867605	0.531340667	0.30985667	0.345849186	0.354469872	0.311627378	0.391458477	0.271103692	0.256647202	0.437368959	0.362091916	0.359762741	0.303458917
EG12059	0.345400159	0.391602842	0.159605226	0.387760631	0.420687455	0.408011912	0.401716184	0.470943498	0.416113259	0.337492434	0.198267325	0.12158868	0.293679092	0.465730028	0.234952847	0.131270609	0.238112	0.163597903	0.247990558	0.151653614
EG12060	0.293395087	0.373824313	0.192776254	0.461826693	0.535772315	0.536723894	0.433815455	0.560562716	0.464216753	0.258324082	0.948086303	0.577453127	0.744604034	0.534162886	0.722851742	0.680772297	0.61272218	0.580063553	0.844802428	0.845942088
EG12061	0.252336599	0.299744521	0.054752701	0.291000701	0.422049959	0.255578593	0.295191091	0.388195621	0.204534597	0.15299066	0.939773419	0.683912271	0.744820366	0.535451282	0.690691821	0.577595642	0.611481739	0.634760484	0.882338082	0.818725843
EG12062	0.345216376	0.439185806	0.136440957	0.450301321	0.479734707	0.436798897	0.352060258	0.478959438	0.463118665	0.246782054	0.279063683	0.381683756	0.335238256	0.374343379	0.28063984	0.178062812	0.298537365	0.21715674	0.437758343	0.270433241
EG12064	0.29664328	0.499629895	0.16904713	0.472278247	0.546007826	0.601604235	0.458908998	0.661103795	0.586164946	0.434126763	0.360435916	0.288461696	0.37918961	0.217400852	0.307264952	0.198275132	0.263502629	0.279271875	0.356335757	0.253565014
EG12067	0.360177735	0.448705312	0.140827939	0.438206252	0.524200733	0.524435082	0.38348781	0.522091683	0.44000597	0.356938568	0.437320885	0.375142257	0.329845793	0.407223983	0.65696101	0.690023049	0.429692625	0.481425618	0.443991608	0.60574596
EG12068	0.34113755	0.36991051	0.183188945	0.326381044	0.534883642	0.480479425	0.452519841	0.435172632	0.404722638	0.294042248	0.34260622	0.221056209	0.407131618	0.370199572	0.295324034	0.256391755	0.310156019	0.344584601	0.38771972	0.253485372
EG12075	0.69257999	0.723155079	0.004751439	0.913546944	0.549412284	0.898117656	0.516931356	0.946344831	0.836955111	0.716882876	0.925212838	0.310906943	0.681888488	0.914641371	0.844557374	0.599259463	0.739296561	0.585700788	0.821042601	0.950780786
EG12076	0.678707393	0.671468356	0.002044863	0.927892072	0.561235611	0.806538284	0.464591481	0.936728398	0.8194623	0.529319392	0.921145592	0.195445649	0.65154659	0.907863955	0.822961782	0.665927363	0.70752221	0.554836348	0.850965157	0.93924352
EG12077	0.433459082	0.495765339	1.32E-05	0.877554711	0.278902355	0.737559116	0.307448851	0.912757882	0.691741164	0.340683551	0.904500577	0.081808185	0.524262331	0.895527117	0.840937218	0.530453621	0.550492739	0.375651787	0.765149838	0.906928498
EG12078	0.526411655	0.492570458	6.90E-06	0.859014553	0.334065285	0.747798358	0.163533326	0.933990052	0.69506621	0.29546595	0.794426606	0.009520659	0.197089451	0.867099503	0.668801446	0.278020708	0.378599729	0.20855496	0.619441131	0.883706825
EG12079	0.562829817	0.618569964	3.29E-13	0.981623487	0.155097969	0.913783311	0.084446349	0.98566055	0.871464191	0.254035125	0.928592923	0.192256962	0.678805909	0.94330478	0.885005951	0.695108096	0.76834775	0.655226381	0.874289824	0.944888764
EG12082	0.070174823	0.06867998	0.200614142	0.02567631	0.029107187	0.044066871	0.066339969	0.039707122	0.053197471	0.092138932	0.05498094	0.287549008	0.04935109	0.029302621	0.076765052	0.083648419	0.116314447	0.130815359	0.033806947	0.040908066
EG12083	0.005514477	0.022573388	0.115849832	0.024493695	0.02073632	0.01590884	0.013994161	0.006216949	0.041677614	0.043242189	0.032823674	0.141125182	0.050103545	0.050965708	0.032686749	0.041156782	0.057722603	0.100019864	0.036353078	0.009140712
EG12084	0.07085674	0.029432429	0.525567595	0.03909038	0.06307622	0.055072342	0.128403859	0.064099327	0.11443993	0.113103002	0.107590278	0.091314287	0.175882573	0.162260127	0.191124949	0.076481347	0.198374461	0.115099363	0.245646688	0.107050042
EG12086	0.070177786	0.053186504	0.327235364	0.016508694	0.043907781	0.029913589	0.055997165	0.022609608	0.085942057	0.038065215	0.141883639	0.37058076	0.143107469	0.081505924	0.124907786	0.136917865	0.183128665	0.17382937	0.109935299	0.032860804
EG12087	0.045047519	0.045145668	0.284442997	0.010444892	0.041626174	0.024228929	0.047009883	0.03441941	0.053901119	0.089540731	0.085400511	0.746374355	0.441789361	0.090116371	0.154159637	0.088284061	0.353052888	0.327708457	0.225041465	0.096217632
EG12088	0.033153644	0.058729048	0.223749026	0.019962813	0.024511444	0.061329747	0.06064137	0.022319624	0.04958782	0.161075133	0.045967526	0.371149652	0.12498636	0.040345403	0.083994849	0.097896986	0.113549289	0.106168268	0.074630584	0.022464193
EG12089	0.021945849	0.007693519	0.134779406	0.006133986	0.02694032	0.035422609	0.035317932	0.00794401	0.055665914	0.023192422	0.050718091	0.232753964	0.05668367	0.02173606	0.054063715	0.129625009	0.109691666	0.125256258	0.034915396	0.038526488
EG12090	0.023306036	0.074560278	0.213111215	0.025010111	0.042152232	0.049942168	0.032202283	0.05264626	0.065444137	0.099033926	0.048608249	0.139798025	0.09398602	0.021393668	0.047030176	0.060508975	0.043243701	0.111485	0.02409119	0.052729174
EG12091	0.039972285	0.058724367	0.343817573	0.03386041	0.047708703	0.02522259	0.05079967	0.018590858	0.074915024	0.045158029	0.099709379	0.133652301	0.100445253	0.093362788	0.138072324	0.091235846	0.130968848	0.13251578	0.098984941	0.064917629
EG12092	0.048273017	0.022752345	0.205595905	0.024485497	0.054066041	0.030768127	0.068611291	0.027017078	0.059366653	0.032820701	0.071789552	0.334194519	0.148320508	0.068877242	0.075878424	0.112145641	0.062859585	0.104113924	0.07195825	0.051750159
