	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17	Sample18	Sample19	Sample20
EG11347	0.585486031	0.804844916	0.427569844	0.580207505	0.783401084	0.630478602	0.576896671	0.820787376	0.403434195	0.546500597	0.421229799	0.774024672	0.334619793	0.502863802	0.697712947	0.381150706	0.567916879	0.637690615	0.404301642	0.389293234
EG11355	0.669247303	0.829289955	0.554055236	0.515598849	0.782703113	0.664272329	0.669330622	0.797917954	0.458183574	0.537630607	0.559061459	0.762535496	0.402570553	0.522788222	0.581471626	0.310917958	0.550944289	0.598869507	0.561446592	0.507775961
EG11356	0.743077236	0.854728901	0.683573098	0.639613338	0.856309966	0.678258314	0.735754	0.89525028	0.483654058	0.612892588	0.087239929	0.352134593	0.20007161	0.17488257	0.342736466	0.255745116	0.123312447	0.30962146	0.099992949	0.273025481
EG11366	0.998970996	0.928045812	0.801022826	0.970894808	0.985026347	0.918428093	0.949150185	0.997170938	0.498164097	0.821942975	0.561026505	0.904913063	0.902115766	0.774153923	0.552491068	0.113752323	0.828680893	0.70823036	0.930447926	0.481637781
EG11373	0.999523336	0.975637764	0.891448592	0.98704753	0.994843809	0.964154883	0.973741918	0.998253857	0.754754995	0.945878516	0.737267162	0.956018167	0.949194239	0.876018083	0.832471772	0.218000384	0.927707341	0.837706159	0.953224671	0.695205968
EG11378	0.99885194	0.962921605	0.740266501	0.969830943	0.988264671	0.932641954	0.952030213	0.997924125	0.628199321	0.770959908	0.326402664	0.890856136	0.864157481	0.650324072	0.493098235	0.005923493	0.796081263	0.486878547	0.909122274	0.172095095
EG11379	0.832205433	0.75430944	0.453261701	0.812894612	0.740784088	0.75682737	0.691127605	0.752300618	0.651922498	0.738879692	0.790393794	0.651416675	0.770712373	0.862960494	0.839558359	0.394228184	0.860801979	0.753979566	0.904268424	0.797531341
EG11380	0.825938953	0.728091041	0.61713767	0.799131149	0.598484457	0.795013747	0.833459375	0.78622869	0.674413334	0.688229191	0.86023798	0.621766292	0.735288348	0.87938859	0.817577493	0.500825562	0.817692327	0.618569082	0.916048795	0.755365647
EG11381	0.995577377	0.799148509	0.669685149	0.913710767	0.961877086	0.751125237	0.809529131	0.990975659	0.28494359	0.586614524	0.412820411	0.852535458	0.789289735	0.682982839	0.559442379	0.06565853	0.740818232	0.59370312	0.869070415	0.422096613
EG11384	0.538239467	0.925391279	0.398494364	0.667103362	0.690962039	0.417637204	0.45060869	0.590529888	0.490045448	0.639612787	0.270396734	0.513700388	0.724039893	0.489029249	0.212277732	0.017856948	0.738548676	0.310404318	0.870338012	0.228783342
EG11385	0.643791692	0.901096518	0.418692645	0.770468304	0.816622484	0.539490181	0.544453193	0.724947538	0.39071997	0.653659579	0.235868388	0.345641594	0.751519262	0.380943007	0.110834879	0.025963919	0.686286064	0.336890495	0.834568145	0.176336211
EG11388	0.880963966	0.953589353	0.819141448	0.861656328	0.935086898	0.865479896	0.875247938	0.948562994	0.770952431	0.848256797	0.788433905	0.937757	0.649083632	0.752963348	0.850198756	0.568137941	0.774092744	0.861381112	0.793585881	0.799117409
EG11389	0.764998643	0.909060749	0.781416379	0.764623459	0.889584018	0.824965792	0.729900958	0.917398641	0.684342357	0.715801561	0.243517391	0.076881226	0.475574338	0.238865124	0.233561357	0.423371825	0.260441478	0.2539347	0.268523627	0.250594962
EG11391	0.02669209	0.119199626	0.187086866	0.037389739	0.057662998	0.100536348	0.089689433	0.065663044	0.103555259	0.168383261	0.127314718	0.131816152	0.09857276	0.075746513	0.204657679	0.049426231	0.179680045	0.203751167	0.177443738	0.169366855
EG11394	0.608035481	0.1763786	0.496613664	0.593418087	0.682532547	0.328229271	0.892001636	0.995225647	0.832530604	0.606499599	0.024163327	0.844320184	0.454438863	0.086735999	0.904303339	0.144401982	0.895863262	0.236089956	0.050646476	0.152657986
EG11398	0.224446264	0.225614172	0.213395025	0.242096018	0.215274899	0.262403269	0.288061234	0.254101963	0.124581561	0.231625656	0.15160743	0.197011551	0.338875235	0.215221833	0.348780377	0.101644996	0.162717666	0.148565051	0.252179631	0.177580456
EG11399	0.263881893	0.200874254	0.170241399	0.1722484	0.215639284	0.25376024	0.125709305	0.199789318	0.19057715	0.263263266	0.346169222	0.27661163	0.165180764	0.2779953	0.254782923	0.31462515	0.311798841	0.31067365	0.315130917	0.326924666
EG11400	0.172925628	0.368351009	0.213903096	0.148900534	0.195935644	0.252309663	0.165416517	0.180541989	0.26516297	0.319275992	0.255291345	0.072424791	0.122463473	0.194338398	0.474320821	0.100571342	0.117942083	0.242885004	0.23218552	0.324029197
EG11401	0.851192166	0.979464141	0.160300865	0.232813157	0.936964169	0.743418906	0.795517978	0.955673666	0.05996842	0.114681501	0.637116512	0.684839595	0.117307721	0.435794979	0.94477807	0.8759709	0.7554705	0.73492512	0.809940415	0.217120139
EG11402	0.643000169	0.478718862	0.32102388	0.44042666	0.476095232	0.389468108	0.647867266	0.693974701	0.1307744	0.139234551	0.313448859	0.323512161	0.486025599	0.236248698	0.278984319	0.069512859	0.63007707	0.330850862	0.446935247	0.250829776
EG11405	0.623786087	0.659285179	0.557106488	0.67043824	0.327785234	0.68807909	0.501040471	0.819304573	0.741312824	0.670593839	0.946160413	0.472063165	0.759645194	0.821466711	0.871640385	0.744915822	0.745246064	0.678610747	0.8240091	0.953418043
EG11407	0.815699529	0.464270779	0.40777417	0.654945992	0.801562878	0.719541997	0.775413025	0.98350427	0.46983596	0.368001798	0.705912635	0.796990959	0.92927779	0.818856982	0.360788625	0.042480679	0.596813014	0.539780808	0.645912008	0.690238081
EG11408	0.841542489	0.438217153	0.533919756	0.596041964	0.811129253	0.616953835	0.734652497	0.984622282	0.560881527	0.436014229	0.737084107	0.833532123	0.914218025	0.84954833	0.166694964	0.092884155	0.50713934	0.473345368	0.615048816	0.68325749
EG11415	0.895606553	0.826284858	0.710380101	0.877608855	0.909219555	0.818204422	0.876760167	0.89240326	0.358799365	0.65284993	0.462728471	0.728164929	0.720058091	0.639567153	0.448724547	0.267264024	0.7385626	0.655064252	0.736537311	0.434382216
EG11422	0.850740794	0.657502962	0.797257313	0.869644628	0.790148108	0.724433627	0.728293127	0.828783255	0.78242452	0.82935143	0.792274812	0.859438558	0.795782033	0.734695291	0.775988536	0.498711429	0.841106413	0.821685825	0.70918607	0.669961825
EG11424	0.523071806	0.541080071	0.510532822	0.675980455	0.563493593	0.565647688	0.373897589	0.638438897	0.340355172	0.536317456	0.287757674	0.440438332	0.485388603	0.519902928	0.473027576	0.231520746	0.360259286	0.607588153	0.527590698	0.611337208
EG11429	0.072597612	0.208662085	0.434650749	0.321398916	0.117578691	0.327314031	0.068846209	0.146005777	0.21533536	0.380690808	0.31317515	0.129209301	0.276994037	0.04263818	0.155427531	0.138304187	0.34727349	0.12932589	0.070093713	0.232310745
EG11434	0.32210892	0.309498644	0.288932446	0.317554636	0.376481537	0.312255492	0.155108605	0.276041826	0.255799858	0.285270359	0.458670804	0.532817974	0.397966483	0.392963773	0.362292899	0.226529481	0.48556731	0.526034631	0.376610955	0.438277331
EG11435	0.836132822	0.603289091	0.770761205	0.82723534	0.794467255	0.740089072	0.730614944	0.830133482	0.669408834	0.778396406	0.830290356	0.878680122	0.776888898	0.719972574	0.779647	0.563914258	0.83795813	0.832965509	0.681770785	0.655378559
EG11442	0.090958851	0.146487177	0.132940857	0.242646811	0.200019914	0.076196621	0.510300154	0.116109373	0.15352651	0.171405305	0.699930634	0.475609309	0.184331711	0.146173313	0.248986167	0.049543377	0.317162091	0.239074019	0.057324891	0.147602894
EG11443	0.70014136	0.054359752	0.436801124	0.388572774	0.61491402	0.602321948	0.703803116	0.984774119	0.897591861	0.430351889	0.958511383	0.744574985	0.973365218	0.989862623	0.000649	0.077119261	0.322135378	0.265063674	0.212447725	0.858227482
EG11448	0.116238896	0.126416649	0.053780065	0.10330866	0.123844624	0.081967628	0.125521628	0.321396049	0.105663213	0.072877259	0.030979036	0.004534872	0.052245162	0.049588313	0.120831561	0.038645967	0.128602237	0.115527579	0.021723244	0.059460115
EG11489	0.278434145	0.225486143	0.20020672	0.186008334	0.269546556	0.311797251	0.250340043	0.256599113	0.212335159	0.305173592	0.243683949	0.243772141	0.207956587	0.30627722	0.29024886	0.490436792	0.321631449	0.238694956	0.275448441	0.225964121
EG11490	0.682138983	0.499126427	0.584855907	0.572669504	0.450550249	0.574232219	0.68987487	0.580215632	0.62700819	0.603203888	0.775932059	0.799730149	0.765998097	0.781727285	0.642687982	0.53296802	0.653994686	0.592969567	0.740247301	0.674974422
EG11495	0.328366716	0.234584955	0.444185586	0.266186753	0.111720335	0.323979487	0.462842218	0.352395909	0.489982723	0.480571754	0.417988851	0.347221773	0.595658901	0.438610994	0.499490199	0.587286114	0.252507961	0.411310996	0.393047187	0.386943428
EG11501	0.409942154	0.58776337	0.325803077	0.419236451	0.43754573	0.485592742	0.509090023	0.381409369	0.40392256	0.500868591	0.341063482	0.391446558	0.471590337	0.207298226	0.393480621	0.534284469	0.35861449	0.245786675	0.258810122	0.197796939
EG11504	0.038688732	0.991355692	0.073071259	0.358182695	0.362734599	0.141040827	0.030699488	0.087443205	0.443011752	0.854285473	0.434852895	0.013301078	0.985427065	0.47258189	0.012512678	0.995414504	0.999142461	0.17084888	0.99999058	0.886231092
EG11506	0.352581683	0.525419177	0.559686628	0.667011504	0.339666205	0.523048873	0.374507971	0.488663105	0.552549869	0.611784017	0.334723152	0.064385452	0.244494134	0.067981046	0.108905332	0.083313505	0.290328422	0.141633221	0.127507967	0.248475937
EG11507	0.276887622	0.294865622	0.588735932	0.572458061	0.440385742	0.482401872	0.328290118	0.469416009	0.408394009	0.621851643	0.677503718	0.90169704	0.791527996	0.934304029	0.884468587	0.854608881	0.787290123	0.863578577	0.894841582	0.802281425
EG11508	0.649481052	0.593914951	0.581752873	0.624848048	0.614353638	0.552813029	0.612747103	0.562306552	0.364737098	0.545829881	0.327795756	0.506797941	0.547251837	0.427677409	0.281647191	0.185760892	0.508088573	0.593000959	0.525036181	0.325596389
EG11514	0.519614663	0.049745965	0.29635119	0.195536788	0.318100688	0.351696421	0.53760007	0.703421615	0.674817742	0.291915197	0.398458344	0.386373673	0.298049001	0.534789472	0.006903306	0.063599075	0.106561159	0.088877074	0.112751846	0.30751813
EG11518	0.256277507	0.156558998	0.357884426	0.281259256	0.289342721	0.254835607	0.253365462	0.294592285	0.345379534	0.406827055	0.143417743	0.080436645	0.163182653	0.184805837	0.090171327	0.181588105	0.092579287	0.164146854	0.272327592	0.238928703
EG11519	0.643774562	0.584514078	0.005648561	0.87722894	0.58043612	0.804135371	0.434520044	0.936049646	0.781904199	0.470641885	0.929274895	0.09697643	0.667309854	0.942465708	0.887542111	0.618851491	0.678634705	0.611783652	0.863165591	0.934076873
EG11527	0.417527196	0.58249218	0.069710452	0.072302148	0.902091546	0.602328524	0.737024197	0.937963337	0.874497841	0.31018851	0.871918246	0.442840824	0.654201251	0.307820542	0.27366261	0.139950472	0.353366254	0.156030575	0.785805481	0.28943854
EG11530	0.003183037	0.005104748	0.090561632	0.107104811	0.130835743	0.152948782	0.225943358	0.934667654	0.475097123	0.041291967	0.165253459	0.001521072	0.286295796	7.92E-05	0.027739606	0.019417002	0.880301428	0.982691079	0.192809685	0.159307433
EG11531	0.998121322	0.899106907	0.793958467	0.96012206	0.982425805	0.876234046	0.925966913	0.994996402	0.413449756	0.772651063	0.498081841	0.921220339	0.88074195	0.792080286	0.669330069	0.095293594	0.851480638	0.717808079	0.911022316	0.552912081
EG11534	0.062417804	0.12734308	0.460670565	0.294419555	0.201793778	0.272400248	0.090958135	0.121281731	0.152540879	0.312401939	0.36604009	0.076983983	0.256992095	0.022207457	0.109292027	0.129767199	0.352081393	0.109581757	0.125378298	0.191228899
EG11535	0.323201561	0.295647141	0.484816648	0.515639029	0.328494648	0.544991748	0.237000146	0.425438557	0.467255225	0.566480454	0.41000246	0.117361811	0.304929494	0.042401667	0.112830107	0.090177065	0.227220692	0.206746075	0.176549563	0.249634583
EG11538	0.978107014	0.332653707	0.02975125	0.633200012	0.842285678	0.278242541	0.389346041	0.971638083	8.77E-05	0.099666711	0.690657272	0.926534109	0.902173722	0.848226843	0.740331785	0.138378253	0.880946165	0.733169715	0.926236799	0.597104101
EG11540	0.997432044	0.893979916	0.806020449	0.952199005	0.981546547	0.882563571	0.939156074	0.996548595	0.311968381	0.73030894	0.981389154	0.301937717	0.39953509	0.736861569	0.957044673	0.999999685	0.657510697	0.888291181	0.328594379	0.983454408
EG11544	0.68698388	0.459177824	0.691623109	0.393389808	0.068703892	0.592468489	0.661872102	0.083150296	0.792952214	0.59401811	0.994120727	0.994385813	0.930969591	0.983871618	0.972090162	0.825596993	0.993185578	0.989213877	0.991038247	0.987075313
EG11545	0.819656933	0.938008401	0.851262246	0.831048928	0.904461742	0.843193702	0.827664251	0.939396852	0.741819528	0.782306838	0.7059888	0.924986543	0.609312	0.753867472	0.839622275	0.552208136	0.775308852	0.843093407	0.76788765	0.719755994
EG11551	0.420601098	0.850895407	0.437719996	0.604760838	0.569993443	0.741707467	0.412364936	0.874857917	0.176729596	0.732497943	0.35513195	0.097217815	0.365922292	0.060085933	0.194635193	0.253102397	0.245129515	0.198224638	0.253928464	0.39237932
EG11552	0.51031052	0.851581603	0.375739124	0.581112014	0.37487924	0.69420209	0.420344229	0.887136651	0.210064834	0.648487041	0.244690213	0.383633601	0.290108185	0.287187037	0.325597806	0.11792614	0.284610322	0.333814551	0.282934051	0.190085485
EG11554	0.295807466	0.025639007	0.215397249	0.282920643	0.309366793	0.287807961	0.316087652	0.565973484	0.57532221	0.181021072	0.667865747	0.478191493	0.797118414	0.68327559	0.005875586	0.127447868	0.135995285	0.189468147	0.138000846	0.499027553
EG11557	0.08481284	0.098496831	0.112318979	0.125515548	0.031143723	0.058785876	0.096249334	0.089736746	0.070825392	0.111334138	0.1240432	0.121842557	0.241140727	0.307153121	0.24766331	0.097025444	0.223400774	0.190874602	0.211259258	0.169253741
EG11558	0.150592029	0.23119325	0.07148859	0.200874906	0.160119443	0.232294118	0.17214665	0.233871338	0.143547413	0.123844607	0.409800841	0.174713081	0.332348876	0.31449482	0.255138143	0.068078989	0.226116471	0.183367515	0.321175284	0.214490747
EG11559	0.067703425	0.141734166	0.096207831	0.130871194	0.079706797	0.104712229	0.120401435	0.169372481	0.154932725	0.106943479	0.228530753	0.244501012	0.269730859	0.330495383	0.302816291	0.039489979	0.249525792	0.255020339	0.389137485	0.252444437
EG11560	0.19380526	0.205036589	0.14065143	0.220933415	0.179998875	0.242308239	0.24532388	0.174263173	0.284461985	0.192775685	0.252694477	0.116584207	0.225380214	0.311271441	0.176999973	0.045684665	0.205401585	0.160438899	0.257851925	0.150919883
EG11561	0.267849997	0.184274756	0.082636028	0.220968711	0.19013437	0.14002404	0.173725299	0.180933543	0.225525754	0.189080801	0.356523259	0.281227119	0.30519881	0.229366465	0.314238239	0.114945734	0.28289291	0.303351684	0.341190926	0.283294011
EG11562	0.809004467	0.539313432	0.282307813	0.716603253	0.709636762	0.607205651	0.57475929	0.685884148	0.43678611	0.399159835	0.280681613	0.627116789	0.489765578	0.419517556	0.242359974	0.041280073	0.463943157	0.274764005	0.482957217	0.231728788
EG11563	0.601168184	0.506680905	0.222153984	0.550074925	0.617695806	0.550439515	0.417681052	0.510059747	0.283504982	0.38705146	0.372234125	0.702166431	0.602734717	0.487335308	0.396083923	0.135802762	0.523865723	0.577379788	0.645314389	0.198657895
EG11564	0.786836158	0.632987276	0.24833982	0.668111034	0.676246617	0.526442456	0.601735141	0.671416001	0.358140272	0.338079518	0.182286246	0.440032761	0.40141412	0.329574439	0.240527546	0.153805657	0.472992608	0.239322595	0.330372453	0.189685216
EG11565	0.795578211	0.616956332	0.405453652	0.708763103	0.709763366	0.598560431	0.650795661	0.621012555	0.304663553	0.399062604	0.457639281	0.774585665	0.652806764	0.551707699	0.479533091	0.067258017	0.657190568	0.519566091	0.704102561	0.453721018
EG11569	0.698977331	0.629877917	0.328302242	0.785351519	0.874814013	0.705617357	0.604199862	0.975537667	0.212398724	0.446621953	0.2654538	0.875077063	0.555542942	0.941201016	0.68425696	0.052452457	0.132514234	0.827029864	0.821738158	0.920839476
EG11575	0.375315494	0.233207441	0.472283025	0.397017074	0.724403703	0.695970934	0.782233535	0.551125883	0.462617534	0.30858985	0.606966449	0.353104328	0.97155468	0.72563269	0.532657349	0.517224229	0.134057437	0.445454293	0.417114958	0.691086108
EG11576	0.552573493	0.355521073	0.427173674	0.426367548	0.714009629	0.616593478	0.762011576	0.683098918	0.56063122	0.345398809	0.528823925	0.422521211	0.948869566	0.694698482	0.438267994	0.542877166	0.115358744	0.345009899	0.286130516	0.633081557
EG11577	0.35004372	0.279392571	0.376670217	0.353409911	0.697156656	0.653703331	0.71887647	0.36952549	0.38681474	0.165711459	0.119981024	0.088275885	0.309097963	0.17273978	0.8949337	0.904980934	0.050003686	0.493703593	0.348949923	0.212720342
EG11595	0.40886612	0.638264475	0.150323782	0.620056362	0.131368086	0.681703063	0.473645687	0.898855805	0.754059219	0.645393926	0.884381081	0.47609778	0.636879975	0.551928536	0.768026575	0.560309509	0.590129205	0.599455705	0.776742081	0.862187538
EG11596	0.500291566	0.650581676	0.472810541	0.660146232	0.346901457	0.702020045	0.480268008	0.890031994	0.79186693	0.655933345	0.902693129	0.604126576	0.681265792	0.579612026	0.756623286	0.677663344	0.560707879	0.665920518	0.775733434	0.84280251
EG11597	0.544976801	0.567853525	0.172135934	0.489163991	0.189525007	0.706767959	0.270238441	0.872853175	0.75824548	0.577333912	0.876674069	0.469631309	0.512946861	0.54143032	0.656291036	0.567355302	0.363272613	0.592146061	0.750333655	0.847398845
EG11598	0.588799424	0.683763611	0.568252909	0.690160707	0.31072829	0.721183587	0.529869661	0.911839154	0.83000685	0.702108361	0.885237207	0.313752688	0.562192435	0.260699333	0.680145535	0.63721763	0.317740348	0.537244082	0.743472703	0.84959634
EG11599	0.45153011	0.44372472	0.436207332	0.57574669	0.37144159	0.493875306	0.35122712	0.483479959	0.317596721	0.447660666	0.43422331	0.469764916	0.486679469	0.417694391	0.455293776	0.348309261	0.547885963	0.439899073	0.449257949	0.370525109
EG11609	0.102796894	0.054990416	0.127077646	0.072960907	0.007365711	0.089547574	0.070378332	0.005892854	0.323943377	0.070956283	0.928534759	0.938644485	0.573185971	0.880101802	0.801975103	0.385890813	0.932775559	0.902660078	0.910222829	0.877188573
EG11612	0.978352592	0.909532329	0.707683156	0.9181769	0.952737617	0.831017366	0.86170504	0.983311641	0.408614613	0.646042783	0.229473432	0.285397063	0.405626537	0.329438121	0.245099255	0.056977449	0.373519964	0.35546878	0.460319181	0.338609547
EG11618	0.225247718	0.517910544	0.998489183	0.176457403	0.702131731	0.340178052	0.705513119	0.133440245	0.399208016	0.632263023	0.311684171	0.274643849	0.402955781	0.606315745	0.729810541	0.977836037	0.624457364	0.743480978	0.419756237	0.769615483
EG11622	0.99944854	0.951901903	0.894431907	0.988750485	0.993727622	0.966107648	0.978300777	0.998681399	0.69123966	0.933049053	0.769986343	0.958852612	0.961177041	0.887994524	0.837580545	0.292229841	0.948591188	0.858701294	0.970682763	0.75722952
EG11624	0.26704813	0.005934173	0.768296271	0.201444343	0.217435951	0.550752607	0.722265261	0.509370312	0.277757541	0.022895042	0.54031213	0.062560808	0.049468455	0.379763841	0.012131009	0.189094299	0.483309999	0.08019266	0.618023753	0.394733206
EG11625	0.171682935	0.002026303	0.787546527	0.098606528	0.207510503	0.464931618	0.710939921	0.370543806	0.17423703	0.057109231	0.968286705	0.043015135	0.067965436	0.806556981	0.011638416	0.505676537	0.854058675	0.091790225	0.975900277	0.702201971
EG11627	0.083339591	0.000839	0.71327312	0.19251532	0.251912725	0.535267076	0.666320961	0.395121042	0.220433931	0.020143614	0.57282401	0.039245065	0.072671662	0.420148998	0.026223393	0.249611626	0.413692788	0.062954201	0.60356981	0.364025479
EG11628	0.094838934	0.000752	0.925638899	0.117543274	0.135984189	0.632758018	0.896153963	0.512886149	0.146643389	0.018059276	0.566504151	0.079712901	0.068698002	0.453323394	0.038692027	0.294535522	0.440014488	0.065809875	0.634641349	0.438232475
EG11630	0.949346681	0.962560077	0.828152969	0.941973518	0.928545865	0.927905914	0.809243601	0.987379953	0.42538566	0.889575958	0.907070481	0.722044957	0.912121516	0.583558048	0.635686253	0.323343046	0.949939052	0.902346487	0.915600389	0.810978078
EG11631	0.945665759	0.947122824	0.74471204	0.94229074	0.902663991	0.928285657	0.829571537	0.98576335	0.571987376	0.86759597	0.877855788	0.767238805	0.90829657	0.637797994	0.620604354	0.296390991	0.938448194	0.925652264	0.879035307	0.806692684
EG11632	0.894819595	0.858133074	0.656863277	0.920524886	0.910871266	0.880201102	0.80969281	0.986797017	0.462147249	0.791292345	0.662655895	0.870003218	0.823407622	0.842840433	0.760756434	0.304417888	0.797123152	0.931481922	0.886218874	0.894934283
EG11647	0.269084055	0.954368069	0.188705836	0.80507187	0.41994742	0.256382445	0.910836857	0.814375359	0.016921082	0.228654972	0.705816318	0.290073916	0.842850601	0.399363568	0.981404529	0.599211031	0.597920007	0.807636337	0.613953411	0.817483992
EG11654	0.651240362	0.827070596	0.555765495	0.589821176	0.782749899	0.586629196	0.714887674	0.834622144	0.465312563	0.480989239	0.400687199	0.728447023	0.473662835	0.538790095	0.656970906	0.320766879	0.456441679	0.646391163	0.401745914	0.391152846
EG11656	0.551464464	0.798698832	0.487897209	0.479375269	0.7805681	0.567627658	0.609810457	0.829586582	0.416765088	0.483265588	0.499815136	0.775205304	0.43134638	0.649705884	0.714556763	0.353380789	0.497302375	0.641516569	0.503034939	0.619928705
EG11665	0.776104217	0.754788179	0.593798388	0.882259086	0.927784113	0.811676702	0.754162712	0.98509898	0.365961254	0.662403787	0.246750881	0.87290181	0.508602153	0.957624611	0.716705579	0.089671546	0.25943746	0.843341789	0.833654929	0.918151362
EG11666	0.484459684	0.719272327	0.517180123	0.686619693	0.380323018	0.735597746	0.533301769	0.92996664	0.806729825	0.694580229	0.903200578	0.472504213	0.530992289	0.497354273	0.689039691	0.634523118	0.437075026	0.520228923	0.726639552	0.827181515
EG11668	0.493423158	0.911802784	0.403923432	0.75328349	0.562308316	0.798098494	0.382783841	0.927563834	0.216269198	0.802636991	0.968806141	0.059719804	0.860309211	0.003941303	0.202849978	0.082980307	0.979962975	0.998071383	0.793230004	0.721271365
EG11669	0.696740459	0.907394292	0.534861847	0.809005241	0.500653333	0.883611753	0.477778983	0.957870533	0.245172267	0.853923767	0.969845377	0.057319815	0.789981553	0.00047	0.147269172	0.103630828	0.979044886	0.998488408	0.738366359	0.680901958
EG11670	0.506203908	0.918697908	0.535987501	0.722709542	0.549468051	0.813388974	0.386208726	0.921351589	0.297098331	0.781413098	0.984004346	0.151289651	0.825902843	0.003268517	0.288222131	0.144694927	0.984441521	0.99882181	0.823029651	0.774095627
EG11671	0.641004615	0.896716855	0.627161956	0.794875997	0.555505459	0.822604251	0.485694128	0.942891383	0.279862822	0.842992346	0.977801101	0.038037437	0.843500036	0.001869451	0.237003273	0.2409719	0.988690311	0.998533725	0.782780693	0.694056917
EG11672	0.684660822	0.951174838	0.614442582	0.866226463	0.675109762	0.89331293	0.573431185	0.966235932	0.352121585	0.881060998	0.988603614	0.158670378	0.897395024	0.011510565	0.428050885	0.235911763	0.993266221	0.999282144	0.88015316	0.894119909
EG11676	0.054715477	0.073614283	0.307788699	0.245489174	0.134067663	0.157273876	0.04035331	0.072125692	0.218878269	0.284454084	0.34394646	0.083905852	0.210111891	0.053345663	0.198982888	0.15458262	0.205960216	0.180387372	0.0645992	0.12923485
EG11698	0.057412392	0.108318505	0.072338665	0.029795205	0.046292633	0.082410294	0.103408253	0.040127519	0.055264035	0.064932565	0.314612738	0.186022594	0.189890467	0.126705421	0.233454712	0.114357353	0.1251278	0.205606598	0.121821072	0.230513452
EG11703	0.281927895	0.166530174	0.186237101	0.397586705	0.190413267	0.266513394	0.147227335	0.397401444	0.356489901	0.30691532	0.482509132	0.408676476	0.44195518	0.381376632	0.426967611	0.441648875	0.433336588	0.387613686	0.447986297	0.371275293
EG11704	0.354905096	0.248331709	0.236224071	0.455124857	0.373085866	0.336885799	0.32097373	0.608924409	0.363175203	0.339423888	0.236543001	0.370786967	0.285063587	0.298522073	0.320690958	0.370970533	0.386786775	0.218462575	0.317285855	0.322609174
EG11712	0.860180747	0.842941041	0.739292614	0.873343618	0.966583754	0.833367149	0.842305635	0.990535266	0.509952665	0.748353812	0.096169769	0.603764437	0.306362103	0.696914054	0.532416968	0.083192131	0.088574021	0.596100825	0.577401274	0.664617986
EG11737	0.060076978	0.999939517	0.030121275	0.564111597	0.551092892	0.108069786	0.023046697	0.102317338	0.555618828	0.97577281	0.734903177	0.98356944	0.241558775	0.618386536	0.964000785	0.232227621	0.150132029	0.793404056	0.02742355	0.502905431
EG11738	0.995205618	0.868715303	0.70038516	0.928654992	0.96380763	0.84201173	0.874228496	0.992040805	0.29471325	0.656572665	0.606190335	0.864953863	0.858325406	0.762445388	0.453317007	0.056364093	0.821833911	0.730558646	0.891310108	0.558052286
EG11752	0.997803527	0.870457873	0.747871517	0.952045486	0.975793659	0.896707281	0.928076953	0.995910337	0.35050058	0.778893248	0.479441413	0.957103698	0.929077593	0.811830476	0.597032439	0.010694923	0.834444687	0.711330884	0.926740877	0.443677027
EG11773	0.061846642	0.040539728	0.218541466	0.020190337	0.040935042	0.020933352	0.029559121	0.042191485	0.015598647	0.02499925	0.052623949	0.215608767	0.094082838	0.061129693	0.073878808	0.093811726	0.101614876	0.166401333	0.063722666	0.037601736
EG11774	0.031201058	0.097232602	0.310444779	0.079110278	0.07240371	0.104961246	0.247869907	0.056781622	0.120627069	0.154482346	0.036725029	0.323663241	0.167258483	0.080935126	0.06935545	0.079567046	0.127207319	0.093875501	0.053406066	0.059537959
EG11781	0.049211088	0.18437714	0.078059192	0.07212247	0.061113734	0.097679081	0.055638287	0.085562866	0.161210128	0.132850091	0.373792394	0.284765062	0.201126755	0.379939366	0.365356143	0.174535929	0.337396749	0.304314288	0.374909144	0.340217284
EG11784	0.632417504	0.686531665	0.00568875	0.898065644	0.362933915	0.81625815	0.465759391	0.929255614	0.820864768	0.460145783	0.787198225	0.005638411	0.358234749	0.816472003	0.661401241	0.266859475	0.446371533	0.202217659	0.63004564	0.861801656
EG11795	0.320109355	0.595273181	0.52903887	0.840728693	0.50660021	0.702023603	0.936774016	0.316491924	0.893948693	0.61724709	0.545113271	0.793392055	0.215875659	0.140963207	0.841070934	0.265733592	0.820700119	0.77655041	0.198461318	0.186992491
EG11799	0.189634184	0.181694646	0.179113959	0.121965602	0.459977164	0.120753326	0.26865733	0.113549533	0.064607455	0.074604655	0.517933894	0.001781489	0.264635197	0.68464151	0.518689244	0.239835837	0.522221911	0.242991662	0.441397586	0.611376161
EG11800	0.239596013	0.077114409	0.297361639	0.205160643	0.428144847	0.173005585	0.19999955	0.048444657	0.090645939	0.079885944	0.050464895	0.575860336	0.266705112	0.122417382	0.093409365	0.224626253	0.150167068	0.355133269	0.104875488	0.018530474
EG11801	0.169695463	0.145225631	0.311510035	0.114574954	0.354449289	0.095546994	0.223421192	0.095679068	0.069632568	0.138619375	0.043270974	0.446089889	0.229375967	0.119105985	0.120812271	0.150958269	0.186909821	0.208814775	0.12022202	0.031687679
EG11802	0.15843251	0.184791563	0.35769525	0.136856336	0.322397129	0.105035683	0.186421603	0.100972651	0.0483098	0.105851494	0.103629714	0.409098782	0.254529968	0.105695881	0.090359095	0.271614273	0.224381853	0.319939926	0.094747409	0.024160895
